contratto_cod|codice_ordine_sap|tipo_contratto|codice_opec|data_firma|net_amount|causale_annullamento|data_annullamento|codice_agente|status_quote|creazione_dta
Y05479422||Facile|H07BY7RR|3/21/2022|1001.9|||4105|In attesa scatto|11/16/2022
Y10433480|3014424571|365|H06L7VMM|1/21/2023|1572.3|||2311|Accepted|11/17/2022
Y04156392||Facile|AS1FNAAM|1/18/2022|624|ANN||30110|Annullata|11/19/2022
Y04234192||Facile|H008H6MM|1/19/2022|399|ANN||31619|Annullata|11/20/2022
Y04193122||Facile|EYYMKAAJ|1/19/2022|298|ANN||30110|Annullata|11/20/2022
Y10523471|3014411401|Facile|H01MR866|12/14/2022|5748|||10961|Accepted|11/22/2022
Y10523541|3014400758|Facile|H07YFJDB|11/22/2022|1079.1|||12439|Accepted|11/22/2022
Y10549331||Facile|H02RJFLK|1/9/2023|539.1|||12109|Presentata|11/23/2022
Y05663672||Facile|F5AWAAAV|3/24/2022|1151.9|||5361|In attesa scatto|11/24/2022
Y04317002||Facile|A2A0GAAG|1/24/2022|993|ANN||30110|Annullata|11/25/2022
Y10631301|3014408004|Facile|H07YLPVU|12/5/2022|2195.93|||4452|Accepted|11/26/2022
Y04390202||Facile|BTXBPAB9|1/27/2022|349|||30250|Scatto Bloccato|11/28/2022
Y04389062||Facile|DBYTVAAV|1/27/2022|179|||32817|Scatto Bloccato|11/28/2022
Y04389432||Facile|H008ZNYX|1/27/2022|379|||30250|Scatto Bloccato|11/28/2022
Y04395872||Facile|BAKBWAAV|1/27/2022|299|||32817|Scatto Bloccato|11/28/2022
Y04389312||Facile|A33TAAAT|1/27/2022|2196|||992|Scatto Bloccato|11/28/2022
Y04387892||Facile|F89GTAAS|1/27/2022|1297|||30250|Scatto Bloccato|11/28/2022
Y04387292||Facile|H01EGANM|1/27/2022|698|||992|Scatto Bloccato|11/28/2022
Y04386952||Facile|H005F3ZZ|1/27/2022|379|||31619|Scatto Bloccato|11/28/2022
Y04417462||Facile|E21K5AA4|1/27/2022|449|||30250|Scatto Bloccato|11/28/2022
Y04391742||Facile|BXH1EAAE|1/27/2022|598|||30250|Scatto Bloccato|11/28/2022
Y04395652||Facile|AFXPJAAH|1/27/2022|399|||30250|Scatto Bloccato|11/28/2022
Y04395092||Facile|GKA2SAAS|1/27/2022|697|||32817|Scatto Bloccato|11/28/2022
Y04233322||Facile|H02G1K32|1/27/2022|699|||992|Scatto Bloccato|11/28/2022
Y04355402||Facile|H02VURSR|1/27/2022|228|||32218|Scatto Bloccato|11/28/2022
Y04395112||Facile|EU39UAAU|1/27/2022|349|||30250|Scatto Bloccato|11/28/2022
Y04396192||Facile|H05YMWPP|1/27/2022|399|||32817|Scatto Bloccato|11/28/2022
Y04390912||Facile|H01U64PP|1/27/2022|479|||31619|Scatto Bloccato|11/28/2022
Y04471582||Facile|H05M5D10|1/27/2022|399|||32817|Scatto Bloccato|11/28/2022
Y04468872||Facile|BAG63AA3|1/27/2022|447|||31815|Scatto Bloccato|11/28/2022
Y04388132||Facile|FT7RGAAF|1/27/2022|629|||992|Scatto Bloccato|11/28/2022
Y04389982||Facile|H06B0GHG|1/27/2022|349|||992|Scatto Bloccato|11/28/2022
Y04386842||Facile|ABS8DAAD|1/27/2022|429|ANN||32218|Annullata|11/28/2022
Y04390552||Facile|GL6PEAAD|1/27/2022|299|||32817|Scatto Bloccato|11/28/2022
Y04317882||Facile|F2H34AA4|1/27/2022|943|||992|Scatto Bloccato|11/28/2022
Y04414242||Facile|EN5ULAAL|1/27/2022|698|||32817|Scatto Bloccato|11/28/2022
Y04389362||Facile|AUDFLAAK|1/27/2022|278|||30250|Scatto Bloccato|11/28/2022
Y04388742||Facile|BUBWFAAF|1/27/2022|499|||30250|Scatto Bloccato|11/28/2022
Y04388412||Facile|H063GU11|1/27/2022|379|||30250|Scatto Bloccato|11/28/2022
Y04393722||Facile|GX5RAAAR|1/27/2022|1998|||31619|Scatto Bloccato|11/28/2022
Y04396072||Facile|H0080P32|1/27/2022|678|||31619|Scatto Bloccato|11/28/2022
Y04389282||Facile|A1D3ZAAZ|1/27/2022|349|||30250|Scatto Bloccato|11/28/2022
Y04393492||Facile|FY80GAAG|1/27/2022|798|||30250|Scatto Bloccato|11/28/2022
Y04394942||Facile|H01XLKUT|1/27/2022|499|||32817|Scatto Bloccato|11/28/2022
Y04395292||Facile|DB0BYAAX|1/27/2022|349|||32817|Scatto Bloccato|11/28/2022
Y04386112||Facile|AXU77AA7|1/27/2022|468|||30250|Scatto Bloccato|11/28/2022
Y04395082||Facile|H01ZULED|1/27/2022|1748|||31619|Scatto Bloccato|11/28/2022
Y04416002||Facile|FW2D5AA4|1/27/2022|349|||31619|Scatto Bloccato|11/28/2022
Y04395632||Facile|H012H8PP|1/27/2022|3346|||992|Scatto Bloccato|11/28/2022
Y04387852||Facile|F9UB5AA4|1/27/2022|399|||30250|Scatto Bloccato|11/28/2022
Y04391892||Facile|D3NG9AA8|1/27/2022|1647|||992|Scatto Bloccato|11/28/2022
Y04317622||Facile|AVHVMAAM|1/27/2022|698|||992|Scatto Bloccato|11/28/2022
Y04394582||Facile|GV705AA5|1/27/2022|748|||30250|Scatto Bloccato|11/28/2022
Y04388562||Facile|AK0GHAAG|1/27/2022|698|||32817|Scatto Bloccato|11/28/2022
Y04416822||Facile|ER17WAAW|1/27/2022|349|||30250|Scatto Bloccato|11/28/2022
Y04416502||Facile|D3TXWAAW|1/27/2022|349|||31619|Scatto Bloccato|11/28/2022
Y04006302||Facile|H02XSKJH|1/27/2022|1572|||30110|Scatto Bloccato|11/28/2022
Y04469052||Facile|AASB3AA2|1/27/2022|1148|||30250|Scatto Bloccato|11/28/2022
Y04298392||Facile|A2KVSAAS|1/27/2022|3046|||992|Scatto Bloccato|11/28/2022
Y04395732||Facile|D3E6AAA5|1/27/2022|349|||31619|Scatto Bloccato|11/28/2022
Y10667380|3014415196|365|EZ655AA5|12/22/2022|0|||9736|Accepted|11/29/2022
Y10679751|3014405555|Facile|H051JZLL|11/30/2022|3836.7|||12409|Accepted|11/29/2022
Y05793882||Facile|H001R8DD|3/30/2022|948|||1626|In attesa scatto|11/30/2022
Y05794932||Facile|H05UZFYX|3/30/2022|1198|||11540|In attesa scatto|11/30/2022
Y05736842||Facile|H07JG8FF|3/30/2022|948|||11793|In attesa scatto|11/30/2022
Y05770562||Facile|H067S377|3/30/2022|1290|||60827|In attesa scatto|11/30/2022
Y05762322||Facile|H02RB3A2|3/30/2022|1118|||12803|In attesa scatto|11/30/2022
Y05786502||Facile|GL6VTAAT|3/30/2022|948|||12371|In attesa scatto|11/30/2022
Y05653282||Facile|H01VU655|3/30/2022|599|||60869|In attesa scatto|11/30/2022
Y05742542||Facile|DHJ89AA9|3/30/2022|334.17|||12125|In attesa scatto|11/30/2022
Y05741622||Facile|H02PFXLL|3/30/2022|290|||6282|In attesa scatto|11/30/2022
Y05785042||Facile|DBAFZAAY|3/30/2022|1907|||11084|Scatto Bloccato|11/30/2022
Y05793562||Facile|ASS2GAB9|3/30/2022|2497|||12409|In attesa scatto|11/30/2022
Y05786892||Facile|H07B3YSS|3/30/2022|599|||1088|In attesa scatto|11/30/2022
Y05746282||Facile|F6KF5AA4|3/30/2022|699|||2586|Scatto Bloccato|11/30/2022
Y05787392||Facile|H064XAPN|3/30/2022|599|||12795|In attesa scatto|11/30/2022
Y05009802||Facile|E1B5KAAK|3/30/2022|874.95|||11626|In attesa scatto|11/30/2022
Y05788342||Facile|B31SDAAB|3/30/2022|1898|||11921|Scatto Bloccato|11/30/2022
Y05597492||Facile|GU3VUAAU|3/30/2022|1274|||1510|In attesa scatto|11/30/2022
Y05460932||Facile|AT2USAAS|3/30/2022|1598|||10016|In attesa scatto|11/30/2022
Y05790552||Facile|BV3LJAAH|3/30/2022|2797|||9346|In attesa scatto|11/30/2022
Y05749162||Facile|H06N7622|3/30/2022|948|||10807|In attesa scatto|11/30/2022
Y05759622||Facile|FTYK6AA5|3/31/2022|948|||8936|In attesa scatto|12/1/2022
Y05766092||Facile|H06VG133|3/31/2022|1198|||4438|In attesa scatto|12/1/2022
Y05765602||Facile|H06ERX88|3/31/2022|2447|||12102|In attesa scatto|12/1/2022
Y05811912||Facile|H07JMZWW|3/31/2022|599|||1121|In attesa scatto|12/1/2022
Y05811702||Facile|H0638644|3/31/2022|948|||2608|In attesa scatto|12/1/2022
Y05812112||Facile|H060D3DD|3/31/2022|948|||11956|In attesa scatto|12/1/2022
Y05812212||Facile|DT0JHAAG|3/31/2022|599|||2917|In attesa scatto|12/1/2022
Y05742692||Facile|BT0W1AA1|3/31/2022|1812.35|||3666|In attesa scatto|12/1/2022
Y05821982||Facile|H069P655|3/31/2022|1898|||1056|Scatto Bloccato|12/1/2022
Y05810892||Facile|H07JMZRR|3/31/2022|948|||11876|In attesa scatto|12/1/2022
Y05745372||Facile|E5XG7AA6|3/31/2022|1448|||2939|In attesa scatto|12/1/2022
Y05765672||Facile|H06SYFFE|3/31/2022|599|||10807|In attesa scatto|12/1/2022
Y05761712||Facile|AWLGVAAU|3/31/2022|652.9|||47038|In attesa scatto|12/1/2022
Y05800552||Facile|EF9XZAAZ|3/31/2022|599|||56233|In attesa scatto|12/1/2022
Y05818102||Facile|B2YGMAAL|3/31/2022|625.95|||10645|Scatto Bloccato|12/1/2022
Y05761772||Facile|BU07BAAB|3/31/2022|1589|||12939|In attesa scatto|12/1/2022
Y05787502||Facile|H07BRGDB|3/31/2022|599|||11881|In attesa scatto|12/1/2022
Y05667742||Facile|H05RJJ32|3/31/2022|948|||12547|In attesa scatto|12/1/2022
Y05766662||Facile|H07JMEWV|3/31/2022|1598|||12719|In attesa scatto|12/1/2022
Y05819962||Facile|FX9X6AA6|3/31/2022|599|||8725|Scatto Bloccato|12/1/2022
Y05795232||Facile|B90MRAAP|3/31/2022|948|||3860|In attesa scatto|12/1/2022
Y05819612||Facile|H07JM0GG|3/31/2022|599|||12414|In attesa scatto|12/1/2022
Y05821412||Facile|H07JM0MM|3/31/2022|2596|||10424|In attesa scatto|12/1/2022
Y05822102||Facile|H06236LL|3/31/2022|599|||12268|In attesa scatto|12/1/2022
Y05830372||Facile|H04HDNFE|3/31/2022|948|||12450|In attesa scatto|12/1/2022
Y05602692||Facile|DFJXZAAZ|3/31/2022|948|||3238|In attesa scatto|12/1/2022
Y04539572||Facile|H0065H87|2/2/2022|1498|ANN||30110|Annullata|12/4/2022
Y10791890||365|GSFH1AA0|1/30/2023|65510|||12523|Bozza|12/5/2022
Y10794721|3014411587|Facile|H03A3S65|12/14/2022|1698|||12546|Accepted|12/5/2022
Y04693482||Facile|B24Z7AA7|2/4/2022|629|ANN||31815|Annullata|12/6/2022
Y10845021|3014410349|Facile|BF39TAAT|12/7/2022|1699|||32218|Accepted|12/7/2022
Y04655732||Facile|BV0A1AA0|2/7/2022|429|ANN||30110|Annullata|12/9/2022
Y04635032||Facile|H04D0122|2/7/2022|1696|ANN||32218|Annullata|12/9/2022
Y10897141||Facile|B3JV7AA7|12/11/2022|1957.4|||6282|Presentata|12/11/2022
Y10897960||365|BWF2EAAE|12/11/2022|65100|||12813|Bozza|12/11/2022
Y04757052||Facile|H01673DD|2/10/2022|529|ANN||30250|Annullata|12/12/2022
Y04727522||Facile|G2841AA1|2/10/2022|1098|ANN||32218|Annullata|12/12/2022
Y04757272||Facile|H004Y6DD|2/10/2022|698|ANN||32218|Annullata|12/12/2022
Y04755102||Facile|H01LAGHG|2/10/2022|349|ANN||32218|Annullata|12/12/2022
Y04694382||Facile|EF55ZAAZ|2/10/2022|4298|ANN||31619|Annullata|12/12/2022
Y04754542||Facile|EN9FAAAF|2/10/2022|2253|ANN||32218|Annullata|12/12/2022
Y10907801|3014410127|Facile|H02KT699|12/12/2022|2569|||2543|Accepted|12/12/2022
Y10916221|3014410379|Facile|H01WFURR|12/12/2022|784|||36001|Accepted|12/12/2022
Y10916651|3014410396|Facile|B3KBRAAP|12/12/2022|1647.02|||30110|Accepted|12/12/2022
Y10916831||Facile|H07LJK87|12/12/2022|1998|ANN|1/24/2023|4635|Annullata|12/12/2022
Y10917540|3014410506|365|B64DYAAX|12/13/2022|2860|||10038|Accepted|12/12/2022
Y04758882||Facile|AU7N4AA3|2/11/2022|498|ANN||32218|Annullata|12/13/2022
Y04759592||Facile|FY323AA3|2/11/2022|1228|ANN||32218|Annullata|12/13/2022
Y04754192||Facile|BAJ5AAA4|2/11/2022|1252|ANN||32218|Annullata|12/13/2022
Y10945830|3014421953|365|BVP80AA0|1/17/2023|649|||3693|Accepted|12/13/2022
Y10985821||Facile|H06X35BB|1/24/2023|499|||32218|Verbal Order (VO) Registrato|12/15/2022
Y11049441|3014413195|Facile|H03BM7YY|12/19/2022|1776.4|||2721|Accepted|12/19/2022
Y11056271|3014413326|Facile|BR21MAAM|12/19/2022|1049|705|1/24/2023|37004|Annullata|12/19/2022
Y11057710|3014413447|365|GF0J2AA1|12/19/2022|0|||7803|Accepted|12/19/2022
Y11102550||365|BZNBTADB|12/21/2022|14000|||2292|Bozza|12/21/2022
Y11145151|3014418694|Facile|H068S233|1/9/2023|2117.66|||1626|Accepted|12/23/2022
Y11172760|3014416414|365|DJMMAAAL|12/28/2022|532|||8564|Accepted|12/27/2022
Y11200071||Facile|H07DX377|1/23/2023|4136.94|||10574|Presentata|12/29/2022
Y11253601||Facile|B3R5MAAM|1/19/2023|999|||30110|Accepted|1/3/2023
Y11254461|3014422938|Facile|FSEB3AA2|1/18/2023|3398|||8422|Accepted|1/3/2023
Y11255051||Facile|H02KVBTS|1/24/2023|1250.04|||8700|Presentata|1/3/2023
Y11255711||Facile|H02PGZDD|1/24/2023|11161.92|||11876|Presentata|1/3/2023
Y11264901||Facile|ABS8DAAD|1/24/2023|529|||32218|Accepted|1/4/2023
Y11267191||Facile|BB03LAAL|1/23/2023|1097.64|||8725|Firmata - in attesa approvazione|1/4/2023
Y11267230||365|H01DN6PP|1/8/2023|290|||991|Bozza|1/4/2023
Y11268080||365|BKD8PAAP|1/10/2023|799|||8496|Bozza|1/4/2023
Y11268280||365|H01MNW55|1/4/2023|1076.04|||8404|Bozza|1/4/2023
Y11269870|3014425568|365|H015KRSR|1/24/2023|485.53|||6262|Accepted|1/4/2023
Y11281151|3014418146|Facile|H03DW0NN|1/5/2023|3057.3|||12938|Accepted|1/5/2023
Y11301331||Facile|BV272AA2|1/17/2023|4661.5|||5178|Presentata|1/8/2023
Y11301521||Facile|BL8G1AA0|1/9/2023|599.58|||11878|Presentata|1/8/2023
Y11301541||Facile|BL8G1AA0|1/9/2023|345.42|||11878|Presentata|1/8/2023
Y11309330||365|H044KZ00|1/24/2023|423.2|||4491|Accepted|1/9/2023
Y11313051|3014418536|Facile|H0623WGG|1/10/2023|539.1|||2586|Accepted|1/9/2023
Y11315321||Facile|H06G7L43|1/24/2023|1200|||2721|Accepted|1/9/2023
Y11317560||365|DERSWAAV|1/24/2023|5496|||1800|Presentata|1/9/2023
Y06552832||Facile|AXVV3AA3|5/10/2022|2512.75|||2042|In attesa scatto|1/10/2023
Y11334810||365|H01ELNPN|1/24/2023|557.2|||8725|Bozza|1/10/2023
Y11336750|3014425569|365|B2D1BAAB|1/24/2023|1695|||9359|Accepted|1/10/2023
Y11339971|3014418990|Facile|H06UX0JJ|1/10/2023|990.37|||4459|Accepted|1/10/2023
Y11342041|3014419560|Facile|H07WFHVU|1/11/2023|499.65|||8874|Accepted|1/10/2023
Y11347701||Facile|E81MVAAU|1/24/2023|2627|||3288|Bozza|1/10/2023
Y11349021||Facile|H02RSDVU|1/10/2023|7772.2|||12055|Bozza|1/10/2023
Y11364261||Facile|B958RAAR|1/11/2023|958.4|||2192|Bozza|1/11/2023
Y11368201|3014425570|Facile|A71ADAAB|1/24/2023|1766.2|||2042|Accepted|1/11/2023
Y11369670|3014425195|365|GHLEWAAV|1/23/2023|8618.16|||2607|Accepted|1/11/2023
Y11372580||365|F3KY7AA7|1/24/2023|1517|||12729|In Firma Cartacea|1/11/2023
Y04957242||Facile|H06NE4UU|2/21/2022|948|||12605|In attesa scatto|10/22/2022
Y09860400|3014387628|365|D1ML6AA5|10/25/2022|8656.2|||1626|Accepted|10/23/2022
Y00813330|3014185394|365|ANLZ8AA8|8/6/2021|5010.62|||2822|Accepted|7/26/2021
Y00296160|3014169122|365|B1JAKAAJ|7/8/2021|5300.19|||2076|Accepted|7/7/2021
Y00329230|3014180947|365|AE0W2AA2|7/28/2021|4300|||2577|Accepted|7/8/2021
Y00498651|3014173303|Facile|H02LWYHH|7/16/2021|9793.19|||11561|Accepted|7/15/2021
Y00931210|3014182695|365|H018JH32|7/30/2021|1158.4|||12019|Accepted|7/30/2021
Y01342261|3014192348|Facile|BBMD2AA1|9/6/2021|896|||32218|Accepted|9/6/2021
Y02120501|3014208735|Facile|H06WMWKK|10/7/2021|895|||60889|Accepted|10/7/2021
Y02349960|3014215965|365|H05V0EHG|10/19/2021|1450.6|||12503|Accepted|10/15/2021
Y02689190|3014222683|365|DHEBFAAE|10/28/2021|9006.23|||3537|Accepted|10/28/2021
Y03109621|3014232457|Facile|EZ655AA5|11/17/2021|1065.35|||9736|Accepted|11/16/2021
Y03282141|3014236547|Facile|H05H1A0Z|11/24/2021|4029.3|||60825|Accepted|11/24/2021
Y03370560|3014239961|365|D1ML6AA5|11/30/2021|8304.5|||1626|Accepted|11/28/2021
Y03797780|3014249012|365|B6P6BAAB|12/23/2021|699|||5771|Accepted|12/23/2021
Y03895380|3014256967|365|EHFEAAAD|1/20/2022|3374.1|||4048|Accepted|1/3/2022
Y04004771|3014256068|Facile|BF39TAAT|1/12/2022|1316.99|||30110|Accepted|1/12/2022
Y04169411|3014257228|Facile|B3131AA1|1/19/2022|1999.98|||32817|Accepted|1/19/2022
Y04314691|3014264365|Facile|B1VU3AA3|1/31/2022|1690.25|||12102|Accepted|1/25/2022
Y04472060|3014264553|365|AVWT8AA8|1/31/2022|1040.95|||12173|Accepted|1/31/2022
Y04546350|3014268505|365|GW2GTAAS|1/31/2022|277|||30190|Accepted|2/2/2022
Y05206401|3014291356|Facile|FWX3PAAP|3/25/2022|10029.97|||1626|Accepted|3/1/2022
Y05206421|3014291357|Facile|FWX3PAAP|3/25/2022|3959.94|||1626|Accepted|3/2/2022
Y04159762||Facile|ATV7LAAL|1/19/2022|2860.8|||12346|Scatto Bloccato|9/20/2022
Y10708681||Facile|H01NSXSS|11/30/2022|1748|||36001|Bozza|11/30/2022
Y11375780|3014425121|365|H06FGMED|1/23/2023|350|||3527|Accepted|1/11/2023
Y11377931||Facile|H05MPXLL|1/24/2023|1531.9|||7699|Accepted|1/11/2023
Y11464090|3014421397|365|H020SA87|1/16/2023|4000.91|||1626|Accepted|1/15/2023
Y11602781||Facile|H01L1X77|1/20/2023|646.2|||12113|Bozza|1/20/2023
Y11621810|3014425317|365|F4KJUAAT|1/23/2023|3464.24|||9579|Accepted|1/21/2023
Y11637721||Facile|H017N211|1/23/2023|1046.97|||11621|Bozza|1/23/2023
Y11637731||Facile|A33R8AA7|1/23/2023|599|||30110|Bozza|1/23/2023
Y11648661||Facile|ED9DKAAJ|1/23/2023|499|||32218|Bozza|1/23/2023
Y11648891||Facile|H07DNXTT|1/23/2023|699|||31812|Bozza|1/23/2023
Y11669661||Facile|H068T088|1/24/2023|7318.5|||12020|Bozza|1/24/2023
Y11670021||Facile|BUA5LAAL|1/24/2023|1853.42|||5541|Bozza|1/24/2023
Y11670480||365|H01JS0HH|1/24/2023|1073|||10016|Bozza|1/24/2023
Y11670841||Facile|H002PZAY|1/24/2023|2070.03|||1025|Bozza|1/24/2023
Y11671221||Facile|BY6KHAAG|1/24/2023|499|||56093|Bozza|1/24/2023
Y11671651||Facile|H008S266|1/24/2023|999.97|||2543|Bozza|1/24/2023
Y11675461||Facile|H00529MM|1/24/2023|838.4|||9060|Presentata|1/24/2023
Y04798462||Facile|DTX52AA2|2/15/2022|7278.45|ANN||1980|Annullata|10/18/2022
Y04800612||Facile|DTX52AA2|2/15/2022|755.43|ANN||1980|Annullata|10/18/2022
Y03710612||Facile|BHJXTAAT|12/17/2021|1047|||992|Scatto Bloccato|10/18/2022
Y09755790|3014384154|365|GBT3TAAT|10/19/2022|358.04|705|1/24/2023|32214|Annullata|10/19/2022
Y09779161|3014385342|Facile|H02MW1VV|10/21/2022|1248.25|||12338|Accepted|10/20/2022
Y09795561|3014387354|Facile|D25D6AA5|10/25/2022|1196.1|||1088|Accepted|10/20/2022
Y09828541|3014387259|Facile|H07LA3WW|10/25/2022|943.2|||12557|Accepted|10/21/2022
Y09901031|3014387169|Facile|H07M9799|10/25/2022|943.2|||12557|Accepted|10/25/2022
Y09908091|3014387317|Facile|H07J3VZZ|10/25/2022|943.2|||12557|Accepted|10/25/2022
Y09908761|3014387325|Facile|H07XTPKJ|10/25/2022|943.2|||12557|Accepted|10/25/2022
Y04512792||Facile|H06RAFGF|2/23/2022|1657|||4105|Scatto Bloccato|10/26/2022
Y04986152||Facile|H057NPGF|2/23/2022|1647|||4765|Scatto Bloccato|10/26/2022
Y05038982||Facile|H067BKUT|2/25/2022|599|||8261|Scatto Bloccato|10/26/2022
Y04999062||Facile|H0685PRP|2/23/2022|2248|||12520|Scatto Bloccato|10/26/2022
Y04988612||Facile|H07H6ZNN|2/23/2022|599|||11030|Scatto Bloccato|10/26/2022
Y09948720|3014388956|365|H05V0EHG|10/27/2022|1378.25|||12503|Accepted|10/26/2022
Y00744331|3014177876|Facile|BFR4WAAW|7/22/2021|1488.56|||12273|Accepted|7/22/2021
Y00440490|3014173014|365|GXP20AA0|7/15/2021|1650.61|||3666|Accepted|7/13/2021
Y02605660|3014220646|365|E2ZWNAAN|10/26/2021|3398.08|||11715|Accepted|10/25/2021
Y02608410|3014220560|365|GB2PUAAT|10/25/2021|927|||86933|Accepted|10/25/2021
Y02658440||365|GB2PUAAT|10/27/2021|0|||86933|Presentata|10/27/2021
Y02660040|3014221773|365|GB2PUAAT|10/27/2021|2573|||86933|Accepted|10/27/2021
Y02850480|3014228944|365|A1801AA1|11/10/2021|1178|||11943|Accepted|11/4/2021
Y03381140|3014239053|365|H06JSYDD|11/29/2021|943.2|||60841|Accepted|11/29/2021
Y03433670|3014242197|365|DJMMAAAL|12/6/2021|530|||8564|Accepted|12/1/2021
Y03488251|3014242522|Facile|H067GBSR|12/7/2021|1681.2|||6282|Accepted|12/3/2021
Y03517420|3014244450|365|GE43KAAK|12/13/2021|1326.35|||12560|Accepted|12/6/2021
Y03665051|3014245759|Facile|H03A3S65|12/15/2021|2248|||12546|Accepted|12/15/2021
Y03894250|3014251575|365|H01WHRRP|1/10/2022|1089|||10016|Accepted|1/3/2022
Y03960320|3014252381|365|FLHPAAAN|1/11/2022|2825|||12492|Accepted|1/10/2022
Y03970220|3014254516|365|H06L7VMM|1/17/2022|765.12|||2311|Accepted|1/11/2022
Y03978891|3014257915|Facile|A1ZN8AA7|1/21/2022|4410.3|||2543|Accepted|1/11/2022
Y03999711|3014269895|Facile|H06BTDFE|2/9/2022|803.07|||6901|Accepted|1/12/2022
Y04031901|3014253377|Facile|EG25AAA5|1/13/2022|199|||30190|Accepted|1/13/2022
Y04156621|3014255978|Facile|A46X9AA9|1/19/2022|1139|||1558|Accepted|1/19/2022
Y04157231|3014256007|Facile|H06S2HUT|1/19/2022|1198|||12564|Accepted|1/19/2022
