contratto_cod|numero_annuncio|list_total|contracted_price|total_discount|data_attivazione|data_fine_prestazione|product_code|quantity|causale_annullamento|data_annullamento|status_item|creazione_dta
Y01006431|6|149|138.3|10.7|8/4/2021|8/4/2022|PGMOB|1|||R|8/3/2021
Y01006431|7|99|91.89|7.11|5/25/2022||LOG0|1|||R|8/3/2021
Y01006431|8|99|91.89|7.11|5/25/2022||LOG0|1|||R|8/3/2021
Y01423750|1|123|123|0|9/9/2021|10/7/2022|SGE|1|||R|9/9/2021
Y01423750|3|120|120|0|9/9/2021|10/7/2022|GODB|1|||R|9/9/2021
Y01423750|2|106|106|0|9/9/2021|10/7/2022|SBE|1|||R|9/9/2021
Y01423750|4|50|50|0|9/9/2021|9/9/2022|VIS|1|||R|9/9/2021
Y01423750|5|0|0|0|9/14/2021|9/14/2022|FBP|1|||R|9/9/2021
Y02099021|7|0|0|0|11/10/2021|11/10/2022|GODS|1|||R|10/13/2021
Y02099021|3|268|184.99|16.09|11/2/2021|11/2/2022|SGP|1|||R|10/13/2021
Y02099021|4|147|101.47|8.82|11/2/2021|11/2/2022|SBE|1|||R|10/13/2021
Y02099021|5|129|89.05|7.74|11/2/2021|11/2/2022|GODB|1|||R|10/13/2021
Y02099021|6|2055|1418.49|123.35|11/2/2021|11/2/2022|ECSSE|1|||R|10/13/2021
Y03282141|4|30|27|3|11/25/2021|12/1/2022|HOMEB|1|||R|11/24/2021
Y03282141|2|329|296.1|32.9|11/25/2021|1/15/2023|SGE|1|||R|11/24/2021
Y03282141|3|170|153|17|11/25/2021|1/15/2023|GODB|1|||R|11/24/2021
Y03282141|5|550|495|55|||LSE|1|707|4/28/2022|L|11/24/2021
Y03282141|6|450|405|45|||LSP|1|707|4/28/2022|L|11/24/2021
Y03282141|7|1105|994.5|110.5|||SDSE|1|707|4/28/2022|L|11/24/2021
Y03282141|8|445|400.5|44.5|||SDSP|1|707|4/28/2022|L|11/24/2021
Y03282141|9|399|359.1|39.9|||BOENT|1|707|4/28/2022|L|11/24/2021
Y03282141|10|199|179.1|19.9|12/3/2021|12/3/2022|AWE|1|||R|11/24/2021
Y03282141|11|800|720|80|12/3/2021|12/3/2022|AWCR|8|||R|11/24/2021
Y03289220|2|479|467.43|11.57|11/30/2021|11/30/2022|SGP|1|||R|11/24/2021
Y03289220|3|170|165.9|4.1|11/30/2021|11/30/2022|GODB|1|||R|11/24/2021
Y03289220|4|599|584.54|14.46|4/1/2022|4/1/2023|MSE|1|||R|11/24/2021
Y03289220|5|350|341.55|8.45|4/1/2022|4/1/2023|MSP|1|||R|11/24/2021
Y03289220|6|390|380.58|9.42|4/1/2022|4/1/2023|PAGG|1|||R|11/24/2021
Y03799271|6|0|0|0|1/20/2022|1/20/2023|GODS|1|||R|12/23/2021
Y03799271|3|123|123|0|1/13/2022|1/13/2023|SGE|1|||R|12/23/2021
Y03799271|4|106|106|0|1/13/2022|1/13/2023|SBE|1|||R|12/23/2021
Y03799271|5|120|120|0|1/14/2022|1/14/2023|GODB|1|||R|12/23/2021
Y03955351|2|329|329|0|1/18/2022|6/28/2023|SGE|1|||R|1/10/2022
Y03955351|3|170|170|0|1/18/2022|1/28/2023|GODB|1|||R|1/10/2022
Y03955351|4|599|359.4|0|1/18/2022|2/7/2023|MSE|1|||R|1/10/2022
Y03955351|5|200|0|0|3/9/2022|3/9/2023|MSR|1|||R|1/10/2022
Y03955351|8|600|540|0|1/20/2022|1/29/2023|NAEN|1|||R|1/10/2022
Y03968710|7|199|196.21|2.79|1/19/2022|2/24/2023|AWE|1|||R|1/10/2022
Y03968710|8|1600|1577.6|22.4|1/19/2022|1/19/2023|AWCR|16|||R|1/10/2022
Y03968710|9|99|53.69|0.76|||LOG0|1|||R|1/10/2022
Y03968710|10|99|53.69|0.76|||LOG0|1|||R|1/10/2022
Y03968710|3|235|231.7|3.3|1/18/2022|4/28/2023|SGE|1|||R|1/10/2022
Y03968710|4|156|153.81|2.19|1/18/2022|3/21/2023|SBE|1|||R|1/10/2022
Y03968710|5|110|108.46|1.54|1/18/2022|2/20/2023|GODB|1|||R|1/10/2022
Y03968710|6|1148|1131.89|16.11|1/20/2022|3/20/2023|ADVNE|1|||R|1/10/2022
Y04057691|2|329|329|0|1/14/2022|3/6/2023|SGE|1|||R|1/14/2022
Y04057691|3|170|170|0|1/14/2022|3/6/2023|GODB|1|||R|1/14/2022
Y04057691|4|100|100|0|1/14/2022|1/14/2023|VIS|2|||R|1/14/2022
Y04057691|5|49|29.89|0|8/29/2022||TESTO|1|||R|1/14/2022
Y04057691|6|49|29.4|0|8/29/2022||TESTO|1|||R|1/14/2022
Y04068340|8|860|851.4|8.6|1/20/2022|1/21/2023|PLCP|4|||R|1/14/2022
Y04068340|9|30|29.7|0.3|1/20/2022|1/25/2023|HOMEB|1|||R|1/14/2022
Y04068340|10|270|267.3|2.7|||PLUS|1|||R|1/14/2022
Y04068340|11|235|232.65|2.35|||ENTRY|1|||R|1/14/2022
Y04068340|12|235|232.65|2.35|||ENTRY|1|||R|1/14/2022
Y04068340|13|270|267.3|2.7|||PLUS|1|||R|1/14/2022
Y04068340|3|235|232.65|2.35|1/20/2022|5/29/2023|SGE|1|||R|1/14/2022
Y04068340|4|156|154.44|1.56|1/20/2022|3/21/2023|SBE|1|||R|1/14/2022
Y04068340|5|110|108.9|1.1|1/20/2022|1/31/2023|GODB|1|||R|1/14/2022
Y04068340|6|1148|1136.52|11.48|1/20/2022|2/27/2023|ADVNE|1|||R|1/14/2022
Y04068340|7|300|297|3|1/20/2022|1/20/2023|VIS|6|||R|1/17/2022
Y04068340|17|199|197.01|1.99|1/21/2022|1/21/2023|DSSU|1|||R|1/18/2022
Y04068340|18|500|495|5|1/21/2022|1/21/2023|DSMP|10|||R|1/18/2022
Y04292641|2|329|312.55|16.45|2/1/2022|2/1/2023|SGE|1|||R|1/24/2022
Y04292641|3|170|161.5|8.5|2/1/2022|2/1/2023|GODB|1|||R|1/24/2022
Y04292641|4|0|0|0|2/9/2022|2/9/2023|GODS|1|||R|1/24/2022
Y04292641|5|599|569.05|29.95|3/18/2022|3/18/2023|MSE|1|||R|1/24/2022
Y04292641|6|350|332.5|17.5|3/18/2022|3/18/2023|MSP|1|||R|1/24/2022
Y04292641|9|199|189.05|9.95|3/18/2022|3/18/2023|AWE|1|||R|1/24/2022
Y04292641|10|800|760|40|3/18/2022|3/18/2023|AWCR|8|||R|1/24/2022
Y04292641|7|50|47.5|2.5|2/1/2022|2/1/2023|BDSK|1|||R|1/24/2022
Y04292641|8|449|426.55|22.45|2/1/2022|2/1/2023|BDADV|1|||R|1/24/2022
Y04546741|4|30|30|0|2/10/2022|2/20/2023|HOMEB|1|||R|2/2/2022
Y04546741|5|149|149|0|2/10/2022|4/16/2023|PGMOB|1|||R|2/2/2022
Y04546741|7|49|26.95|0|8/29/2022||TESTO|1|||R|2/2/2022
Y04546741|8|99|54.45|0|8/29/2022||LOG0|1|||R|2/2/2022
Y04546741|9|1100|285|0|8/29/2022||FTE 4x10|1|||R|2/2/2022
Y04546741|2|329|329|0|2/10/2022|3/13/2023|SGE|1|||R|2/2/2022
Y04546741|3|170|170|0|2/10/2022|2/17/2023|GODB|1|||R|2/2/2022
Y04546741|6|599|599|0|2/10/2022|4/10/2023|MSE|1|||R|2/2/2022
Y04763121|3|299.1|199.24|49.93|2/15/2022|2/15/2023|SGBAS|1|||R|2/11/2022
Y04763121|4|144.89|96.51|24.19|2/15/2022|2/15/2023|SBE|1|||R|2/11/2022
Y04763121|5|109.87|73.19|18.34|2/16/2022|2/16/2023|GODB|1|||R|2/11/2022
Y04763121|6|4.61|3.07|0.77|2/16/2022|2/16/2023|REPL|1|||R|2/11/2022
Y04763121|7|40.53|26.99|6.77|2/15/2022|2/15/2023|CRMCO|1|||R|2/11/2022
Y05059910|8|1149|1149|0|3/1/2022|4/12/2023|ADVNE|1|||R|2/24/2022
Y05059910|3|299.1|299.1|0|3/1/2022|3/1/2023|SGBAS|1|||R|2/24/2022
Y05059910|4|144.89|144.89|0|3/1/2022|3/1/2023|SBE|1|||R|2/24/2022
Y05059910|5|109.87|109.87|0|3/1/2022|3/1/2023|GODB|1|||R|2/24/2022
Y05059910|6|4.61|4.61|0|3/1/2022|3/1/2023|REPL|1|||R|2/24/2022
Y05059910|7|40.53|40.53|0|3/1/2022|3/1/2023|CRMCO|1|||R|2/24/2022
Y05059910|9|199|179.1|0|3/8/2022|3/8/2023|AWE|1|||R|2/25/2022
Y05059910|10|1000|900|0|3/8/2022|3/8/2023|AWCR|10|||R|2/25/2022
Y05059910|13|600|540|0|3/1/2022|3/1/2023|NAEN|1|||R|2/25/2022
Y05742830|10|76|73.99|2.01|3/30/2022|5/18/2023|FUOP|1|||R|3/28/2022
Y05742830|12|49|26.24|0.71|||TESTO|1|||R|3/28/2022
Y05742830|13|49|26.24|0.71|||TESTO|1|||R|3/28/2022
Y05742830|14|49|26.24|0.71|||TESTO|1|||R|3/28/2022
Y05742830|15|49|26.24|0.71|||TESTO|1|||R|3/28/2022
Y05742830|16|49|26.24|0.71|||TESTO|1|||R|3/28/2022
Y05742830|17|49|26.24|0.71|||TESTO|1|||R|3/28/2022
Y05742830|11|349|339.79|9.21|3/30/2022|5/18/2023|SSE|1|||R|3/28/2022
Y05742830|3|299.1|291.21|7.89|3/30/2022|7/1/2023|SGBAS|1|||R|3/28/2022
Y05742830|4|144.89|141.07|3.82|3/30/2022|7/2/2023|SBE|1|||R|3/28/2022
Y05742830|5|109.87|106.97|2.9|3/30/2022|5/18/2023|GODB|1|||R|3/28/2022
Y05742830|6|4.61|4.49|0.12|3/30/2022|3/30/2023|REPL|1|||R|3/28/2022
Y05742830|7|40.53|39.46|1.07|3/30/2022|3/30/2023|CRMCO|1|||R|3/28/2022
Y05742830|8|598|582.22|15.78|3/30/2022|3/30/2023|SAGG|2|||R|3/28/2022
Y05742830|9|100|97.36|2.64|3/30/2022|3/30/2023|VIS|2|||R|3/28/2022
Y10963480|11|200|200|0|||VIS|4|||R|12/14/2022
Y10963480|12|1935|1935|0|||PLCP|9|||R|12/14/2022
Y10963480|13|49|49|0|||TESTO|1|||R|12/14/2022
Y10963480|14|900|423|0|||FTE 4x10|1|||R|12/14/2022
Y10963480|15|900|400|0|||FTE 4x10|1|||R|12/14/2022
Y10963480|16|1100|450|0|||FTE 4x10|1|||R|12/14/2022
Y10963480|17|49|49|0|||TESTO|1|||R|12/14/2022
Y10963480|3|331.52|331.52|0|||SGSTD|1|||R|12/14/2022
Y10963480|4|149.35|149.35|0|||SBE|1|||R|12/14/2022
Y10963480|5|113.25|113.25|0|||GODB|1|||R|12/14/2022
Y10963480|6|87.2|87.2|0|||REPM|1|||R|12/14/2022
Y10963480|7|128.88|128.88|0|||PGMOB|1|||R|12/14/2022
Y10963480|8|76.5|76.5|0|||CRMEM|1|||R|12/14/2022
Y10963480|9|41.8|41.8|0|||CRMCO|1|||R|12/14/2022
Y10963480|10|70.5|70.5|0|||CRMSM|1|||R|12/14/2022
Y11396201|8|599|359.4|0|1/24/2023|2/7/2024|MSE|1|||R|1/12/2023
Y11396201|11|600|540|0|||NAEN|1|||R|1/12/2023
Y11396201|3|299.1|299.1|0|1/24/2023|6/27/2024|SGBAS|1|||R|1/12/2023
Y11396201|4|144.89|144.89|0|1/24/2023|1/24/2024|SBE|1|||R|1/12/2023
Y11396201|5|109.87|109.87|0|1/24/2023|1/28/2024|GODB|1|||R|1/12/2023
Y11396201|6|4.61|4.61|0|1/24/2023|1/24/2024|REPL|1|||R|1/12/2023
Y11396201|7|40.53|40.53|0|1/24/2023|1/24/2024|CRMCO|1|||R|1/12/2023
Y11440751|2|329|309.2|19.8|||SGE|1|||R|1/13/2023
Y11440751|3|170|159.77|10.23|||GODB|1|||R|1/13/2023
Y11440751|4|1149|1079.86|69.14|||ADVNE|1|||R|1/13/2023
Y11440751|5|99|51.17|3.28|||LOG0|1|||R|1/20/2023
Y11517890|7|500|500|0|||VIS|10|||R|1/17/2023
Y11517890|8|1505|1505|0|||PLCP|7|||R|1/17/2023
Y11517890|9|30|30|0|||HOMEB|1|||R|1/17/2023
Y11517890|10|270|270|0|||PLUS|1|||R|1/17/2023
Y11517890|11|235|235|0|||ENTRY|1|||R|1/17/2023
Y11517890|12|235|235|0|||ENTRY|1|||R|1/17/2023
Y11517890|13|270|148.5|0|||PLUS|1|||R|1/17/2023
Y11517890|3|235|235|0|||SGE|1|||R|1/17/2023
Y11517890|4|156|156|0|||SBE|1|||R|1/17/2023
Y11517890|5|110|110|0|||GODB|1|||R|1/17/2023
Y11517890|6|1148|1148|0|||ADVNE|1|||R|1/17/2023
Y11574951|9|49|21.56|5.39|||TESTO|1|||R|1/19/2023
Y11574951|3|299.1|239.28|59.82|||SGBAS|1|||R|1/19/2023
Y11574951|4|144.89|115.91|28.98|||SBE|1|||R|1/19/2023
Y11574951|5|109.87|87.9|21.97|||GODB|1|||R|1/19/2023
Y11574951|6|4.61|3.69|0.92|||REPL|1|||R|1/19/2023
Y11574951|7|40.53|32.42|8.11|||CRMCO|1|||R|1/19/2023
Y11652001|2|329|329|0|||SGE|1|||R|1/23/2023
Y11652001|3|170|170|0|||GODB|1|||R|1/23/2023
Y11652001|4|30|30|0|||HOMEB|1|||R|1/23/2023
Y11652001|5|149|149|0|||PGMOB|1|||R|1/23/2023
Y11652001|6|599|599|0|||MSE|1|||R|1/23/2023
Y11652001|7|49|40.18|0|||TESTO|1|||R|1/23/2023
Y11652001|8|99|89.1|0|||LOG0|1|||R|1/23/2023
Y11652001|9|1100|240|0|||FTE 4x10|1|||R|1/23/2023
Y11676810|3|299.1|224.2|74.9|1/24/2023|1/24/2024|SGBAS|1|||R|1/24/2023
Y11676810|4|144.89|108.61|36.28|1/24/2023|1/24/2024|SBE|1|||R|1/24/2023
Y11676810|5|109.87|82.36|27.51|1/24/2023|1/24/2024|GODB|1|||R|1/24/2023
Y11676810|6|4.61|3.46|1.15|1/24/2023|1/24/2024|REPL|1|||R|1/24/2023
Y11676810|7|40.53|30.38|10.15|||CRMCO|1|||R|1/24/2023
Y11677091|3|299.1|203.7|45.47|||SGBAS|1|||R|1/24/2023
Y11677091|4|144.89|98.67|22.03|||SBE|1|||R|1/24/2023
Y11677091|5|109.87|74.83|16.7|||GODB|1|||R|1/24/2023
Y11677091|6|4.61|3.14|0.7|||REPL|1|||R|1/24/2023
Y11677091|7|40.53|27.6|6.16|||CRMCO|1|||R|1/24/2023
Y11677091|8|49|40.06|8.94|||TESTO|1|||R|1/24/2023
Y11677291|5|30|27.26|2.74|1/24/2023|11/15/2024|HOMEB|1|||R|1/24/2023
Y11677291|3|151|137.23|13.77|1/24/2023|11/15/2024|SGE|1|||R|1/24/2023
Y11677291|4|148|134.5|13.5|1/24/2023|1/24/2024|SBE|1|||R|1/24/2023
Y11677310|3|151|151|0|1/24/2023|2/7/2024|SGE|1|||R|1/24/2023
Y11677310|4|148|148|0|1/24/2023|2/7/2024|SBE|1|||R|1/24/2023
Y11677521|3|179|179|0|1/24/2023|4/6/2024|SBE|1|||R|1/24/2023
Y11677521|5|49|49|0|||TESTO|1|||R|1/24/2023
Y11677521|6|49|49|0|||TESTO|1|||R|1/24/2023
Y11678331|3|299.1|199.24|49.93|||SGBAS|1|||R|1/24/2023
Y11678331|4|144.89|96.51|24.19|||SBE|1|||R|1/24/2023
Y11678331|5|109.87|73.19|18.34|||GODB|1|||R|1/24/2023
Y11678331|6|4.61|3.07|0.77|||REPL|1|||R|1/24/2023
Y11678331|7|40.53|26.99|6.77|||CRMCO|1|||R|1/24/2023
Y11678341|3|179|179|0|||SBE|1|||R|1/24/2023
Y11678341|4|49|49|0|||TESTO|1|||R|1/24/2023
Y11678341|5|49|49|0|||TESTO|1|||R|1/24/2023
Y11678511|1|0|0|0|1/24/2023||SGF|1|||R|1/24/2023
Y11640751|8|30|24.33|5.67|1/23/2023|2/12/2024|HOMEB|1|||R|1/23/2023
Y11640751|3|299.1|202.07|47.1|1/23/2023|2/12/2024|SGBAS|1|||R|1/23/2023
Y11640751|4|144.89|97.88|22.82|1/23/2023|1/23/2024|SBE|1|||R|1/23/2023
Y11640751|5|109.87|74.23|17.3|||GODB|1|||R|1/23/2023
Y11640751|6|4.61|3.11|0.73|||REPL|1|||R|1/23/2023
Y11640751|7|40.53|27.38|6.38|1/23/2023|1/23/2024|CRMCO|1|||R|1/23/2023
Y11640920|8|599|599|0|||MSE|1|||R|1/23/2023
Y11640920|3|299.1|299.1|0|||SGBAS|1|||R|1/23/2023
Y11640920|4|144.89|144.89|0|||SBE|1|||R|1/23/2023
Y11640920|5|109.87|109.87|0|||GODB|1|||R|1/23/2023
Y11640920|6|4.61|4.61|0|||REPL|1|||R|1/23/2023
Y11640920|7|40.53|40.53|0|||CRMCO|1|||R|1/23/2023
Y11641181|3|331.52|331.52|0|1/24/2023|6/5/2024|SGSTD|1|||R|1/23/2023
Y11641181|4|149.35|149.35|0|1/24/2023|2/17/2024|SBE|1|||R|1/23/2023
Y11641181|5|113.25|113.25|0|1/24/2023|4/17/2024|GODB|1|||R|1/23/2023
Y11641181|6|87.2|87.2|0|1/24/2023|1/24/2024|REPM|1|||R|1/23/2023
Y11641181|7|128.88|128.88|0|1/24/2023|1/24/2024|PGMOB|1|||R|1/23/2023
Y11641181|8|76.5|76.5|0|1/24/2023|1/24/2024|CRMEM|1|||R|1/23/2023
Y11641181|9|41.8|41.8|0|1/24/2023|1/24/2024|CRMCO|1|||R|1/23/2023
Y11641181|10|70.5|70.5|0|1/24/2023|1/24/2024|CRMSM|1|||R|1/23/2023
Y11641371|9|30|28.72|1.28|||HOMEB|1|||R|1/23/2023
Y11641371|3|299.1|238.53|10.64|||SGBAS|1|||R|1/23/2023
Y11641371|4|144.89|115.54|5.16|||SBE|1|||R|1/23/2023
Y11641371|5|109.87|87.62|3.91|||GODB|1|||R|1/23/2023
Y11641371|6|4.61|3.68|0.16|||REPL|1|||R|1/23/2023
Y11641371|7|40.53|32.32|1.44|||CRMCO|1|||R|1/23/2023
Y11641371|8|150|143.58|6.42|||VIS|3|||R|1/23/2023
Y11641541|8|30|30|0|1/24/2023|3/9/2024|HOMEB|1|||R|1/23/2023
Y11641541|3|299.1|299.1|0|1/24/2023|3/9/2024|SGBAS|1|||R|1/23/2023
Y11641541|4|144.89|144.89|0|1/24/2023|3/9/2024|SBE|1|||R|1/23/2023
Y11641541|5|109.87|109.87|0|1/24/2023|3/9/2024|GODB|1|||R|1/23/2023
Y11641541|6|4.61|4.61|0|1/24/2023|1/24/2024|REPL|1|||R|1/23/2023
Y11641541|7|40.53|40.53|0|1/24/2023|1/24/2024|CRMCO|1|||R|1/23/2023
Y11641910|6|30|0|0|1/23/2023|1/29/2024|HOMEB|1|||R|1/23/2023
Y11641910|3|123|70.13|52.87|1/23/2023|1/28/2024|SGE|1|||R|1/23/2023
Y11641910|4|106|60.44|45.56|1/23/2023|1/23/2024|SBE|1|||R|1/23/2023
Y11641910|5|120|68.42|51.58|||GODB|1|||R|1/23/2023
Y11642660|16|199|199|0|||AWE|1|||R|1/23/2023
Y11642660|17|900|900|0|||AWCR|9|||R|1/23/2023
Y11643281|3|299.1|254.24|0|||SGBAS|1|||R|1/23/2023
Y11643281|4|144.89|123.16|0|||SBE|1|||R|1/23/2023
Y11643281|5|109.87|93.39|0|||GODB|1|||R|1/23/2023
Y11643281|6|4.61|3.92|0|||REPL|1|||R|1/23/2023
Y11643281|7|40.53|34.45|0|||CRMCO|1|||R|1/23/2023
Y11643281|8|550|385|0|||LSE|1|||R|1/23/2023
Y11643281|9|450|315|0|||LSP|1|||R|1/23/2023
Y11643281|10|945|661.5|0|||SBAE|1|||R|1/23/2023
Y11643281|11|355|248.5|0|||SBAP|1|||R|1/23/2023
Y11643531|3|299.1|149.3|99.87|||SGBAS|1|||R|1/23/2023
Y11643531|4|144.89|72.32|48.38|||SBE|1|||R|1/23/2023
Y11643531|5|109.87|54.84|36.69|||GODB|1|||R|1/23/2023
Y11643531|6|4.61|2.3|1.54|||REPL|1|||R|1/23/2023
Y11643531|7|40.53|20.23|13.53|||CRMCO|1|||R|1/23/2023
Y11643611|3|331.52|331.52|0|1/24/2023|12/7/2024|SGSTD|1|||R|1/23/2023
Y11643611|4|149.35|149.35|0|1/24/2023|9/25/2024|SBE|1|||R|1/23/2023
Y11643611|5|113.25|113.25|0|1/24/2023|10/25/2024|GODB|1|||R|1/23/2023
Y11643611|6|87.2|87.2|0|1/24/2023|1/24/2024|REPM|1|||R|1/23/2023
Y11643611|7|128.88|128.88|0|1/24/2023|11/9/2024|PGMOB|1|||R|1/23/2023
Y11643611|8|76.5|76.5|0|1/24/2023|1/24/2024|CRMEM|1|||R|1/23/2023
Y11643611|9|41.8|41.8|0|1/24/2023|1/24/2024|CRMCO|1|||R|1/23/2023
Y11643611|10|70.5|70.5|0|1/24/2023|1/24/2024|CRMSM|1|||R|1/23/2023
Y11643611|12|599|599|0|1/24/2023|10/28/2024|MSE|1|||R|1/23/2023
Y11643611|11|215|215|0|1/24/2023|1/24/2024|PLCP|1|||R|1/23/2023
Y11643611|13|199|99|0|||AWE|1|||R|1/23/2023
Y11643611|14|600|600|0|||AWCR|6|||R|1/23/2023
Y11644041|2|329|329|0|||SGE|1|||R|1/23/2023
Y11644041|3|170|170|0|||GODB|1|||R|1/23/2023
Y11644041|4|850|850|0|||VIS|17|||R|1/23/2023
Y11644041|5|550|550|0|||LSE|1|||R|1/23/2023
Y11644041|6|945|945|0|||SBAE|1|||R|1/23/2023
Y11644041|7|199|199|0|||AWE|1|||R|1/23/2023
Y11644041|8|1500|1500|0|||AWCR|15|||R|1/23/2023
Y11644161|6|299|299|0|||SAGG|1|||R|1/23/2023
Y11644161|7|300|300|0|||SVIS|2|||R|1/23/2023
Y11644161|8|30|30|0|||HOMEB|1|||R|1/23/2023
Y11644161|9|599|359.4|0|||MSE|1|||R|1/23/2023
Y11644161|10|99|59.4|0|||LOG0|1|||R|1/23/2023
Y11644161|11|99|59.4|0|||LOG0|1|||R|1/23/2023
Y11644161|3|444|444|0|||SGP|1|||R|1/23/2023
Y11644161|4|132|132|0|||SBE|1|||R|1/23/2023
Y11644161|5|93|93|0|||GODB|1|||R|1/23/2023
Y11644361|11|30|30|0|1/24/2023|6/8/2024|HOMEB|1|||R|1/23/2023
Y11644361|3|331.52|288.38|0|1/24/2023|9/8/2024|SGSTD|1|||R|1/23/2023
Y11644361|4|149.35|129.92|0|1/24/2023|3/16/2024|SBE|1|||R|1/23/2023
Y11644361|5|113.25|98.51|0|1/24/2023|3/16/2024|GODB|1|||R|1/23/2023
Y11644361|6|87.2|75.85|0|1/24/2023|1/24/2024|REPM|1|||R|1/23/2023
Y11644361|7|128.88|112.11|0|1/24/2023|1/24/2024|PGMOB|1|||R|1/23/2023
Y11644361|8|76.5|66.55|0|1/24/2023|1/24/2024|CRMEM|1|||R|1/23/2023
Y11644361|9|41.8|36.36|0|1/24/2023|1/24/2024|CRMCO|1|||R|1/23/2023
Y11644361|10|70.5|61.33|0|1/24/2023|1/24/2024|CRMSM|1|||R|1/23/2023
Y11644860|6|215|213.65|1.35|1/24/2023|1/28/2024|PLCP|1|||R|1/23/2023
Y11644860|7|649|644.92|4.08|||AWP|1|||R|1/23/2023
Y11644860|8|4000|3974.8|25.2|||AWCR|40|||R|1/23/2023
Y11644860|11|1080|972|0|||EUEN|1|||R|1/23/2023
Y11644860|3|464|461.08|2.92|1/24/2023|3/28/2024|SGP|1|||R|1/23/2023
Y11644860|4|138|137.13|0.87|1/24/2023|2/10/2024|SBE|1|||R|1/23/2023
Y11644860|5|97|96.39|0.61|1/24/2023|2/1/2024|GODB|1|||R|1/23/2023
Y11645170|8|598|584.12|13.88|||SAGG|2|||R|1/23/2023
Y11645170|9|100|97.68|2.32|||VIS|2|||R|1/23/2023
Y11645170|10|76|74.24|1.76|||FUOP|1|||R|1/23/2023
Y11645170|11|349|340.9|8.1|||SSE|1|||R|1/23/2023
Y11645170|12|49|26.32|0.63|||TESTO|1|||R|1/23/2023
Y11645170|13|49|26.32|0.63|||TESTO|1|||R|1/23/2023
Y11645170|14|49|26.32|0.63|||TESTO|1|||R|1/23/2023
Y11645170|15|49|26.32|0.63|||TESTO|1|||R|1/23/2023
Y11645170|16|49|26.32|0.63|||TESTO|1|||R|1/23/2023
Y11645170|17|49|26.32|0.63|||TESTO|1|||R|1/23/2023
Y11645170|3|299.1|292.16|6.94|||SGBAS|1|||R|1/23/2023
