contratto_cod|numero_annuncio|list_total|contracted_price|total_discount|data_attivazione|data_fine_prestazione|product_code|quantity|causale_annullamento|data_annullamento|status_item|creazione_dta
Y11599291|3|299.1|254.4|44.7|1/21/2023|3/3/2024|SGBAS|1|||R|1/20/2023
Y11599291|4|144.89|123.24|21.65|1/21/2023|1/26/2024|SBE|1|||R|1/20/2023
Y11599291|5|109.87|93.45|16.42|1/21/2023|3/3/2024|GODB|1|||R|1/20/2023
Y11599291|6|4.61|3.92|0.69|1/21/2023|1/21/2024|REPL|1|||R|1/20/2023
Y11599291|7|40.53|34.47|6.06|1/21/2023|1/21/2024|CRMCO|1|||R|1/20/2023
Y11599291|8|30|25.52|4.48|1/21/2023|3/3/2024|HOMEB|1|||R|1/21/2023
Y11599301|3|331.52|331.52|0|1/21/2023|7/11/2024|SGSTD|1|||R|1/20/2023
Y11599301|4|149.35|149.35|0|1/21/2023|5/19/2024|SBE|1|||R|1/20/2023
Y11599301|5|113.25|113.25|0|1/21/2023|7/11/2024|GODB|1|||R|1/20/2023
Y11599301|6|87.2|87.2|0|1/21/2023|3/11/2024|REPM|1|||R|1/20/2023
Y11599301|7|128.88|128.88|0|1/21/2023|5/18/2024|PGMOB|1|||R|1/20/2023
Y11599301|8|76.5|76.5|0|1/21/2023|1/21/2024|CRMEM|1|||R|1/20/2023
Y11599301|9|41.8|41.8|0|1/21/2023|1/21/2024|CRMCO|1|||R|1/20/2023
Y11599301|10|70.5|70.5|0|1/21/2023|1/21/2024|CRMSM|1|||R|1/20/2023
Y11599301|11|100|100|0|1/21/2023|1/21/2024|VIS|2|||R|1/21/2023
Y11599301|12|430|430|0|||PLCP|2|||R|1/21/2023
Y11599301|13|349|349|0|1/21/2023|8/1/2024|SSE|1|||R|1/21/2023
Y11599361|3|299.1|249.17|0|1/21/2023|3/14/2024|SGBAS|1|||R|1/20/2023
Y11599361|4|144.89|120.7|0|||SBE|1|||R|1/20/2023
Y11599361|5|109.87|91.53|0|||GODB|1|||R|1/20/2023
Y11599361|6|4.61|3.84|0|||REPL|1|||R|1/20/2023
Y11599361|7|40.53|33.76|0|1/21/2023|1/21/2024|CRMCO|1|||R|1/20/2023
Y11599361|8|349|349|0|1/21/2023|4/5/2024|SSE|1|||R|1/21/2023
Y11599471|3|299.1|249.17|0|1/21/2023|3/28/2024|SGBAS|1|||R|1/20/2023
Y11599471|4|144.89|120.7|0|1/21/2023|3/28/2024|SBE|1|||R|1/20/2023
Y11599471|5|109.87|91.53|0|1/21/2023|3/28/2024|GODB|1|||R|1/20/2023
Y11599471|6|4.61|3.84|0|1/21/2023|1/21/2024|REPL|1|||R|1/20/2023
Y11599471|7|40.53|33.76|0|1/21/2023|1/21/2024|CRMCO|1|||R|1/20/2023
Y11599471|8|50|50|0|1/21/2023|1/21/2024|VIS|1|||R|1/21/2023
Y11599631|3|299.1|199.24|49.93|1/21/2023|2/11/2024|SGBAS|1|||R|1/20/2023
Y11599631|4|144.89|96.51|24.19|1/21/2023|2/11/2024|SBE|1|||R|1/20/2023
Y11599631|5|109.87|73.19|18.34|1/21/2023|2/11/2024|GODB|1|||R|1/20/2023
Y11599631|6|4.61|3.07|0.77|1/21/2023|1/21/2024|REPL|1|||R|1/20/2023
Y11599631|7|40.53|26.99|6.77|1/21/2023|1/21/2024|CRMCO|1|||R|1/20/2023
Y11599671|3|299.1|226.02|23.15|||SGBAS|1|||R|1/20/2023
Y11599671|4|144.89|109.49|11.21|||SBE|1|||R|1/20/2023
Y11599671|5|109.87|83.03|8.5|||GODB|1|||R|1/20/2023
Y11599671|6|4.61|3.48|0.36|||REPL|1|||R|1/20/2023
Y11599671|7|40.53|30.62|3.14|||CRMCO|1|||R|1/20/2023
Y11599671|8|50|45.36|4.64|||VIS|1|||R|1/21/2023
Y11599761|3|331.52|331.52|0|1/21/2023|5/22/2024|SGSTD|1|||R|1/20/2023
Y11599761|4|149.35|149.35|0|1/21/2023|6/6/2024|SBE|1|||R|1/20/2023
Y11599761|5|113.25|113.25|0|1/21/2023|6/20/2024|GODB|1|||R|1/20/2023
Y11599761|6|87.2|87.2|0|1/21/2023|1/21/2024|REPM|1|||R|1/20/2023
Y11599761|7|128.88|128.88|0|1/21/2023|2/8/2024|PGMOB|1|||R|1/20/2023
Y11599761|8|76.5|76.5|0|1/21/2023|1/21/2024|CRMEM|1|||R|1/20/2023
Y11599761|9|41.8|41.8|0|1/21/2023|1/21/2024|CRMCO|1|||R|1/20/2023
Y11599761|10|70.5|70.5|0|1/21/2023|1/21/2024|CRMSM|1|||R|1/20/2023
Y11599761|11|349|349|0|1/21/2023|5/22/2024|SSE|1|||R|1/21/2023
Y11599761|12|199|199|0|1/21/2023|6/5/2024|AWE|1|||R|1/21/2023
Y11599761|13|400|400|0|1/21/2023|1/21/2024|AWCR|4|||R|1/21/2023
Y11599851|3|299.1|224.7|24.47|1/21/2023|3/25/2024|SGBAS|1|||R|1/20/2023
Y11599851|4|144.89|108.85|11.85|1/21/2023|3/25/2024|SBE|1|||R|1/20/2023
Y11599851|5|109.87|82.54|8.99|1/21/2023|3/25/2024|GODB|1|||R|1/20/2023
Y11599851|6|4.61|3.46|0.38|1/21/2023|1/21/2024|REPL|1|||R|1/20/2023
Y11599851|7|40.53|30.44|3.32|1/21/2023|1/21/2024|CRMCO|1|||R|1/20/2023
Y11599941|3|299.1|213.72|35.45|1/21/2023|7/6/2024|SGBAS|1|||R|1/20/2023
Y11599941|4|144.89|103.53|17.17|1/21/2023|1/21/2024|SBE|1|||R|1/20/2023
Y11599941|5|109.87|78.51|13.02|1/21/2023|5/29/2024|GODB|1|||R|1/20/2023
Y11599941|6|4.61|3.29|0.55|1/21/2023|1/21/2024|REPL|1|||R|1/20/2023
Y11599941|7|40.53|28.96|4.8|1/21/2023|1/21/2024|CRMCO|1|||R|1/20/2023
Y11602191|3|299.1|199.24|49.93|1/21/2023|2/4/2024|SGBAS|1|||R|1/20/2023
Y11602191|4|144.89|96.51|24.19|1/21/2023|2/4/2024|SBE|1|||R|1/20/2023
Y11602191|5|109.87|73.19|18.34|1/21/2023|2/8/2024|GODB|1|||R|1/20/2023
Y11602191|6|4.61|3.07|0.77|1/21/2023|1/21/2024|REPL|1|||R|1/20/2023
Y11602191|7|40.53|26.99|6.77|1/21/2023|1/21/2024|CRMCO|1|||R|1/20/2023
Y11603060|3|123|123|0|1/21/2023|4/28/2024|SGE|1|||R|1/20/2023
Y11603060|4|106|106|0|1/21/2023|1/22/2024|SBE|1|||R|1/20/2023
Y11603060|5|120|120|0|1/21/2023|3/28/2024|GODB|1|||R|1/20/2023
Y11603060|6|349|0|0|1/21/2023|5/1/2024|SSE|1|||R|1/20/2023
Y11603420|3|299.1|299.1|0|||SGBAS|1|||R|1/20/2023
Y11603420|4|144.89|144.89|0|||SBE|1|||R|1/20/2023
Y11603420|5|109.87|109.87|0|||GODB|1|||R|1/20/2023
Y11603420|6|4.61|4.61|0|||REPL|1|||R|1/20/2023
Y11603420|7|40.53|40.53|0|||CRMCO|1|||R|1/20/2023
Y11603420|8|599|0|0|||MSE|1|||R|1/20/2023
Y11612781|1|100|90|0|1/21/2023|12/5/2023|HOMEX|1|||R|1/20/2023
Y11616001|3|299.1|274.13|0|||SGBAS|1|||R|1/21/2023
Y11616001|4|144.89|132.79|0|||SBE|1|||R|1/21/2023
Y11616001|5|109.87|100.7|0|||GODB|1|||R|1/21/2023
Y11616001|6|4.61|4.23|0|||REPL|1|||R|1/21/2023
Y11616001|7|40.53|37.15|0|||CRMCO|1|||R|1/21/2023
Y11616031|4|49|49|0|||TESTO|1|||R|1/21/2023
Y11616031|3|179|179|0|1/21/2023|2/17/2024|SBE|1|||R|1/21/2023
Y11616031|5|0|0|0|||TESTO|1|||R|1/21/2023
Y11616061|3|299.1|199.24|49.93|1/21/2023|2/7/2024|SGBAS|1|||R|1/21/2023
Y11616061|4|144.89|96.51|24.19|1/21/2023|2/7/2024|SBE|1|||R|1/21/2023
Y11616061|5|109.87|73.19|18.34|1/21/2023|2/8/2024|GODB|1|||R|1/21/2023
Y11616061|6|4.61|3.07|0.77|1/21/2023|1/21/2024|REPL|1|||R|1/21/2023
Y11616061|7|40.53|26.99|6.77|1/21/2023|1/21/2024|CRMCO|1|||R|1/21/2023
Y11616100|6|30|0|0|1/21/2023|2/8/2024|HOMEB|1|||R|1/21/2023
Y11616100|3|123|123|0|1/21/2023|11/2/2024|SGE|1|||R|1/21/2023
Y11616100|4|106|106|0|1/21/2023|2/8/2024|SBE|1|||R|1/21/2023
Y11616100|5|120|120|0|1/21/2023|9/3/2024|GODB|1|||R|1/21/2023
Y11616141|7|30|27.9|2.1|1/21/2023|3/8/2024|HOMEB|1|||R|1/21/2023
Y11616141|3|123|114.4|8.6|1/21/2023|3/8/2024|SGE|1|||R|1/21/2023
Y11616141|4|106|98.59|7.41|1/21/2023|2/1/2024|SBE|1|||R|1/21/2023
Y11616141|5|120|111.61|8.39|||GODB|1|||R|1/21/2023
Y11616141|6|50|46.5|3.5|1/21/2023|1/21/2024|VIS|1|||R|1/21/2023
Y11616181|3|299.1|273.63|0|1/21/2023|2/10/2024|SGBAS|1|||R|1/21/2023
Y11616181|4|144.89|132.55|0|1/21/2023|2/10/2024|SBE|1|||R|1/21/2023
Y11616181|5|109.87|100.52|0|1/21/2023|2/10/2024|GODB|1|||R|1/21/2023
Y11616181|6|4.61|4.22|0|1/21/2023|3/16/2024|REPL|1|||R|1/21/2023
Y11616181|7|40.53|37.08|0|1/21/2023|2/10/2024|CRMCO|1|||R|1/21/2023
Y11616231|3|179|179|0|1/21/2023|2/14/2024|SBE|1|||R|1/21/2023
Y11616241|3|299.1|299.1|0|1/21/2023|10/2/2024|SGBAS|1|||R|1/21/2023
Y11616241|4|144.89|144.89|0|||SBE|1|||R|1/21/2023
Y11616241|5|109.87|109.87|0|1/21/2023|7/18/2024|GODB|1|||R|1/21/2023
Y11616241|6|4.61|4.61|0|1/21/2023|1/21/2024|REPL|1|||R|1/21/2023
Y11616241|7|40.53|40.53|0|1/21/2023|1/21/2024|CRMCO|1|||R|1/21/2023
Y11616261|5|120|102.81|17.19|||GODB|1|||R|1/21/2023
Y11616261|4|106|90.81|15.19|1/21/2023|2/4/2024|SBE|1|||R|1/21/2023
Y11616261|3|123|105.38|17.62|1/21/2023|1/21/2024|SGE|1|||R|1/21/2023
Y11616291|3|299.1|199.24|49.93|1/21/2023|3/14/2024|SGBAS|1|||R|1/21/2023
Y11616291|4|144.89|96.51|24.19|1/21/2023|2/28/2024|SBE|1|||R|1/21/2023
Y11616291|5|109.87|73.19|18.34|1/21/2023|3/14/2024|GODB|1|||R|1/21/2023
Y11616291|6|4.61|3.07|0.77|1/21/2023|1/21/2024|REPL|1|||R|1/21/2023
Y11616291|7|40.53|26.99|6.77|1/21/2023|1/21/2024|CRMCO|1|||R|1/21/2023
Y11616341|3|179|179|0|1/21/2023|2/28/2024|SBE|1|||R|1/21/2023
Y11616461|3|151|151|0|1/21/2023|1/26/2024|SGE|1|||R|1/21/2023
Y11616461|4|148|148|0|1/21/2023|1/21/2024|SBE|1|||R|1/21/2023
Y11616481|5|30|30|0|1/21/2023|3/4/2024|HOMEB|1|||R|1/21/2023
Y11616481|3|199|199|0|1/21/2023|3/4/2024|SGE|1|||R|1/21/2023
Y11616481|4|50|50|0|1/21/2023|1/21/2024|VIS|1|||R|1/21/2023
Y11616661|3|331.52|280.41|0|1/21/2023|6/24/2024|SGSTD|1|||R|1/21/2023
Y11616661|4|149.35|126.33|0|1/21/2023|3/1/2024|SBE|1|||R|1/21/2023
Y11616661|5|113.25|95.79|0|1/21/2023|6/29/2024|GODB|1|||R|1/21/2023
Y11616661|6|87.2|73.76|0|1/21/2023|1/21/2024|REPM|1|||R|1/21/2023
Y11616661|7|128.88|109.01|0|1/21/2023|3/1/2024|PGMOB|1|||R|1/21/2023
Y11616661|8|76.5|64.71|0|1/21/2023|1/21/2024|CRMEM|1|||R|1/21/2023
Y11616661|9|41.8|35.36|0|1/21/2023|1/21/2024|CRMCO|1|||R|1/21/2023
Y11616661|10|70.5|59.63|0|1/21/2023|1/21/2024|CRMSM|1|||R|1/21/2023
Y11616841|1|100|90|0|1/21/2023|7/27/2023|HOMEX|1|||R|1/21/2023
Y05651502|6|245|245|0|||SGP|1|||R|1/22/2023
Y05651502|7|135|135|0|||SBE|1|||R|1/22/2023
Y05651502|8|119|119|0|||GODB|1|||R|1/22/2023
Y04193132|6|245|245|0|||SGP|1|||R|1/22/2023
Y04193132|7|135|135|0|||SBE|1|||R|1/22/2023
Y04193132|8|119|119|0|||GODB|1|||R|1/22/2023
Y04193132|9|149|149|0|||PGMOB|1|||R|1/22/2023
Y04095992|6|245|245|0|||SGP|1|||R|1/22/2023
Y04095992|7|135|135|0|||SBE|1|||R|1/22/2023
Y04095992|8|119|119|0|||GODB|1|||R|1/22/2023
Y04095992|9|100|100|0|||VIS|2|||R|1/22/2023
Y04095992|10|430|430|0|||PLCP|2|||R|1/22/2023
Y04095992|11|149|149|0|||PGMOB|1|||R|1/22/2023
Y04159742|6|123|123|0|||SGE|1|||R|1/22/2023
Y04159742|7|106|106|0|||SBE|1|||R|1/22/2023
Y04159742|8|120|120|0|||GODB|1|||R|1/22/2023
Y04162752|7|123|123|0|||SGE|1|||R|1/22/2023
Y04162752|8|106|106|0|||SBE|1|||R|1/22/2023
Y04162752|9|120|120|0|||GODB|1|||R|1/22/2023
Y04162752|10|30|30|0|||HOMEB|1|||R|1/22/2023
Y04234192|6|123|123|0|||SGE|1|||R|1/22/2023
Y04234192|7|106|106|0|||SBE|1|||R|1/22/2023
Y04234192|8|120|120|0|||GODB|1|||R|1/22/2023
Y04234192|9|50|50|0|||VIS|1|||R|1/22/2023
Y04231672|6|123|123|0|||SGE|1|||R|1/22/2023
Y04231672|7|106|106|0|||SBE|1|||R|1/22/2023
Y04231672|8|120|120|0|||GODB|1|||R|1/22/2023
Y04229642|6|123|123|0|||SGE|1|||R|1/22/2023
Y04229642|7|106|106|0|||SBE|1|||R|1/22/2023
Y04229642|8|120|120|0|||GODB|1|||R|1/22/2023
Y04229642|9|100|100|0|||VIS|2|||R|1/22/2023
Y04162682|6|123|123|0|||SGE|1|||R|1/22/2023
Y04162682|7|106|106|0|||SBE|1|||R|1/22/2023
Y04162682|8|120|120|0|||GODB|1|||R|1/22/2023
Y04162682|9|50|50|0|||VIS|1|||R|1/22/2023
Y04162682|10|30|30|0|||HOMEB|1|||R|1/22/2023
Y04162682|11|599|599|0|||MSE|1|||R|1/22/2023
Y04167312|6|123|123|0|||SGE|1|||R|1/22/2023
Y04167312|7|106|106|0|||SBE|1|||R|1/22/2023
Y04167312|8|120|120|0|||GODB|1|||R|1/22/2023
Y04168832|6|123|123|0|||SGE|1|||R|1/22/2023
Y04168832|7|106|106|0|||SBE|1|||R|1/22/2023
Y04168832|8|120|120|0|||GODB|1|||R|1/22/2023
Y04161022|6|245|245|0|||SGP|1|||R|1/22/2023
Y04161022|7|135|135|0|||SBE|1|||R|1/22/2023
Y04161022|8|119|119|0|||GODB|1|||R|1/22/2023
Y04161022|9|149|149|0|||PGMOB|1|||R|1/22/2023
Y04194812|6|245|245|0|||SGP|1|||R|1/22/2023
Y04194812|7|135|135|0|||SBE|1|||R|1/22/2023
Y04194812|8|119|119|0|||GODB|1|||R|1/22/2023
Y04194812|9|50|50|0|||VIS|1|||R|1/22/2023
Y04162002|6|123|123|0|||SGE|1|||R|1/22/2023
Y04162002|7|106|106|0|||SBE|1|||R|1/22/2023
Y04162002|8|120|120|0|||GODB|1|||R|1/22/2023
Y04162002|9|200|200|0|||VIS|4|||R|1/22/2023
Y04170852|6|199|199|0|||SGE|1|||R|1/22/2023
Y04170852|7|30|30|0|||HOMEB|1|||R|1/22/2023
Y04170852|8|49|49|0|||TESTO|1|||R|1/22/2023
Y04170852|9|49|49|0|||TESTO|1|||R|1/22/2023
Y04170552|6|245|245|0|||SGP|1|||R|1/22/2023
Y04170552|7|135|135|0|||SBE|1|||R|1/22/2023
Y04170552|8|119|119|0|||GODB|1|||R|1/22/2023
Y04192352|6|123|123|0|||SGE|1|||R|1/22/2023
Y04192352|7|106|106|0|||SBE|1|||R|1/22/2023
Y04192352|8|120|120|0|||GODB|1|||R|1/22/2023
Y04160672|6|123|123|0|||SGE|1|||R|1/22/2023
Y04160672|7|106|106|0|||SBE|1|||R|1/22/2023
Y04160672|8|120|120|0|||GODB|1|||R|1/22/2023
Y04160672|9|149|149|0|||PGMOB|1|||R|1/22/2023
Y04206512|6|123|123|0|||SGE|1|||R|1/22/2023
Y04206512|7|106|106|0|||SBE|1|||R|1/22/2023
Y04206512|8|120|120|0|||GODB|1|||R|1/22/2023
Y04206102|6|123|123|0|||SGE|1|||R|1/22/2023
Y04206102|7|106|106|0|||SBE|1|||R|1/22/2023
Y04206102|8|120|120|0|||GODB|1|||R|1/22/2023
Y04197132|6|245|245|0|||SGP|1|||R|1/22/2023
Y04197132|7|135|135|0|||SBE|1|||R|1/22/2023
Y04197132|8|119|119|0|||GODB|1|||R|1/22/2023
Y04197132|9|30|30|0|||HOMEB|1|||R|1/22/2023
Y04197132|10|149|149|0|||PGMOB|1|||R|1/22/2023
Y04204042|6|123|123|0|||SGE|1|||R|1/22/2023
Y04204042|7|106|106|0|||SBE|1|||R|1/22/2023
Y04204042|8|120|120|0|||GODB|1|||R|1/22/2023
Y04204042|9|199|199|0|||AWE|1|||R|1/22/2023
Y04204042|10|600|600|0|||AWCR|6|||R|1/22/2023
Y04201562|6|123|123|0|||SGE|1|||R|1/22/2023
Y04201562|7|106|106|0|||SBE|1|||R|1/22/2023
Y04201562|8|120|120|0|||GODB|1|||R|1/22/2023
Y04201562|9|50|50|0|||VIS|1|||R|1/22/2023
Y04196452|6|123|123|0|||SGE|1|||R|1/22/2023
Y04196452|7|106|106|0|||SBE|1|||R|1/22/2023
Y04196452|8|120|120|0|||GODB|1|||R|1/22/2023
Y04196452|9|49|49|0|||TESTO|1|||R|1/22/2023
Y04197962|6|123|123|0|||SGE|1|||R|1/22/2023
Y04197962|7|106|106|0|||SBE|1|||R|1/22/2023
Y04197962|8|120|120|0|||GODB|1|||R|1/22/2023
Y04197962|9|100|100|0|||VIS|2|||R|1/22/2023
Y04197962|10|149|149|0|||PGMOB|1|||R|1/22/2023
Y04202972|6|123|123|0|||SGE|1|||R|1/22/2023
Y04202972|7|106|106|0|||SBE|1|||R|1/22/2023
Y04202972|8|120|120|0|||GODB|1|||R|1/22/2023
Y04202972|9|50|50|0|||VIS|1|||R|1/22/2023
Y04202972|10|149|149|0|||PGMOB|1|||R|1/22/2023
Y04226472|6|245|245|0|||SGP|1|||R|1/22/2023
Y04226472|7|135|135|0|||SBE|1|||R|1/22/2023
Y04226472|8|119|119|0|||GODB|1|||R|1/22/2023
Y04226472|9|199|199|0|||AWE|1|||R|1/22/2023
Y04226472|10|500|500|0|||AWCR|5|||R|1/22/2023
Y04207062|6|123|123|0|||SGE|1|||R|1/22/2023
Y04207062|7|106|106|0|||SBE|1|||R|1/22/2023
Y04207062|8|120|120|0|||GODB|1|||R|1/22/2023
Y04195702|6|123|123|0|||SGE|1|||R|1/22/2023
Y04195702|7|106|106|0|||SBE|1|||R|1/22/2023
Y04195702|8|120|120|0|||GODB|1|||R|1/22/2023
Y04195702|9|49|49|0|||TESTO|1|||R|1/22/2023
Y04202092|6|123|123|0|||SGE|1|||R|1/22/2023
Y04202092|7|106|106|0|||SBE|1|||R|1/22/2023
Y04202092|8|120|120|0|||GODB|1|||R|1/22/2023
Y04197022|6|123|123|0|||SGE|1|||R|1/22/2023
Y04197022|7|106|106|0|||SBE|1|||R|1/22/2023
Y04197022|8|120|120|0|||GODB|1|||R|1/22/2023
Y04197022|9|30|30|0|||HOMEB|1|||R|1/22/2023
Y04197022|10|89|89|0|||RFYS|1|||R|1/22/2023
Y04197022|11|199|199|0|||AWE|1|||R|1/22/2023
Y04197022|12|500|500|0|||AWCR|5|||R|1/22/2023
Y04129252|6|199|199|0|||SGE|1|||R|1/22/2023
Y04129252|7|49|49|0|||TESTO|1|||R|1/22/2023
Y04129252|8|49|49|0|||TESTO|1|||R|1/22/2023
Y04202462|6|123|123|0|||SGE|1|||R|1/22/2023
Y04202462|7|106|106|0|||SBE|1|||R|1/22/2023
Y04202462|8|120|120|0|||GODB|1|||R|1/22/2023
Y03915192|6|199|199|0|||SGE|1|||R|1/22/2023
Y03915192|7|50|50|0|||VIS|1|||R|1/22/2023
Y03915192|8|30|30|0|||HOMEB|1|||R|1/22/2023
Y03915192|9|99|99|0|||LOG0|1|||R|1/22/2023
Y04229412|6|245|245|0|||SGP|1|||R|1/22/2023
Y04229412|7|135|135|0|||SBE|1|||R|1/22/2023
Y04229412|8|119|119|0|||GODB|1|||R|1/22/2023
Y04204592|6|123|123|0|||SGE|1|||R|1/22/2023
Y04204592|7|106|106|0|||SBE|1|||R|1/22/2023
Y04204592|8|120|120|0|||GODB|1|||R|1/22/2023
Y04198622|6|123|123|0|||SGE|1|||R|1/22/2023
Y04198622|7|106|106|0|||SBE|1|||R|1/22/2023
Y04198622|8|120|120|0|||GODB|1|||R|1/22/2023
Y04198622|9|50|50|0|||VIS|1|||R|1/22/2023
Y04198622|10|99|99|0|||LOG0|1|||R|1/22/2023
Y03935682|7|245|245|0|||SGP|1|||R|1/22/2023
Y03935682|8|135|135|0|||SBE|1|||R|1/22/2023
Y03935682|9|119|119|0|||GODB|1|||R|1/22/2023
Y03935682|13|100|100|0|||REPM|1|||R|1/22/2023
Y03935682|14|200|200|0|||VIS|4|||R|1/22/2023
Y03935682|15|149|149|0|||PGMOB|1|||R|1/22/2023
Y03935682|16|349|349|0|||SSE|1|||R|1/22/2023
Y03935682|10|75|75|0|||CRMEM|1|||R|1/22/2023
Y03935682|11|25|25|0|||CRMCO|1|||R|1/22/2023
Y03935682|12|99|99|0|||CRMSM|1|||R|1/22/2023
Y04195512|6|290|290|0|||SGP|1|||R|1/22/2023
Y04195512|7|159|159|0|||SBE|1|||R|1/22/2023
Y04227982|6|123|104.55|0|||SGE|1|||R|1/22/2023
Y04227982|7|106|90.1|0|||SBE|1|||R|1/22/2023
Y04227982|8|120|102|0|||GODB|1|||R|1/22/2023
Y04197162|6|123|123|0|||SGE|1|||R|1/22/2023
Y04197162|7|106|106|0|||SBE|1|||R|1/22/2023
Y04197162|8|120|120|0|||GODB|1|||R|1/22/2023
Y04196672|6|199|199|0|||SGE|1|||R|1/22/2023
Y04198302|6|199|199|0|||SGE|1|||R|1/22/2023
Y04196652|7|123|123|0|||SGE|1|||R|1/22/2023
Y04196652|8|106|106|0|||SBE|1|||R|1/22/2023
Y04196652|9|120|120|0|||GODB|1|||R|1/22/2023
Y04196652|13|149|149|0|||PGMOB|1|||R|1/22/2023
Y04196652|14|349|349|0|||SSE|1|||R|1/22/2023
Y04196652|10|75|75|0|||CRMEM|1|||R|1/22/2023
Y04196652|11|25|25|0|||CRMCO|1|||R|1/22/2023
Y04196652|12|99|99|0|||CRMSM|1|||R|1/22/2023
Y04199662|6|245|245|0|||SGP|1|||R|1/22/2023
Y04199662|7|135|135|0|||SBE|1|||R|1/22/2023
Y04199662|8|119|119|0|||GODB|1|||R|1/22/2023
Y04199662|9|150|150|0|||VIS|3|||R|1/22/2023
Y04229232|6|123|123|0|||SGE|1|||R|1/22/2023
Y04229232|7|106|106|0|||SBE|1|||R|1/22/2023
Y04229232|8|120|120|0|||GODB|1|||R|1/22/2023
Y04229232|9|250|250|0|||VIS|5|||R|1/22/2023
Y04229232|10|149|149|0|||PGMOB|1|||R|1/22/2023
Y04231362|5|290|290|0|||SBE|1|||R|1/22/2023
Y04236502|6|123|123|0|||SGE|1|||R|1/22/2023
Y04236502|7|106|106|0|||SBE|1|||R|1/22/2023
Y04236502|8|120|120|0|||GODB|1|||R|1/22/2023
Y04230172|6|123|123|0|||SGE|1|||R|1/22/2023
Y04230172|7|106|106|0|||SBE|1|||R|1/22/2023
Y04230172|8|120|120|0|||GODB|1|||R|1/22/2023
Y04287312|6|245|245|0|||SGP|1|||R|1/22/2023
Y04287312|7|135|135|0|||SBE|1|||R|1/22/2023
Y04287312|8|119|119|0|||GODB|1|||R|1/22/2023
Y04287312|9|500|500|0|||VIS|10|||R|1/22/2023
Y04287312|10|215|215|0|||PLCP|1|||R|1/22/2023
Y04287312|11|149|149|0|||PGMOB|1|||R|1/22/2023
Y04287312|12|199|199|0|||AWE|1|||R|1/22/2023
Y04287312|13|1200|1200|0|||AWCR|12|||R|1/22/2023
Y05614592|6|299.1|299.1|0|||SGBAS|1|||R|1/22/2023
Y05614592|7|144.89|144.89|0|||SBE|1|||R|1/22/2023
Y05614592|8|109.87|109.87|0|||GODB|1|||R|1/22/2023
Y05614592|9|4.61|4.61|0|||REPL|1|||R|1/22/2023
Y05614592|10|40.53|40.53|0|||CRMCO|1|||R|1/22/2023
Y05614592|11|599|599|0|||MSE|1|||R|1/22/2023
Y05614592|12|199|199|0|||AWE|1|||R|1/22/2023
